Question,Option A,Option B,Option C,Option D,Correct Answer,Points
Which handicraft of Rampur is famous at the national and international level?,Wood carving,Pottery,Zardozi and patch work,Carpet weaving,c,1
In which year was Amangarh Buffer Tiger Reserve declared as the buffer zone of Corbett Tiger Reserve?,2010,2015,2012,2008,c,1
Which of the following tribes are known to inhabit the Bijnor district?,Tharu and Gond,Buksa (Bhoksa) and Mahigir,Bhil and Kharwar,Sahariya and Agariya,b,1
What is Muzaffarnagar called due to its significant jaggery production?,The City of Jaggery,The Sugar Bowl of India,The Jaggery Hub,The Sweet Spot of India,b,1
The city of Moradabad was founded in 1625 AD by whom?,Syed Muzaffar Khan,Rustam Khan,Liaquat Ali Khan,Murad Baksh,b,1
After whom was Moradabad named?,Muzaffar Khan,Liaquat Ali Khan,Rustam Khan,Prince Murad Baksh,d,1
Najibabad Fort is also known as the fort of which dacoit?,Ganga Daku,Yamuna Daku,Saloni Daku,Sultana Daku,d,1
Which village in Muzaffarnagar district has been identified as a Harappan site?,Kamhera village,Shukratal,Mandi village,Tugalakpur,c,1
In whose name was Muzaffarnagar city named when it was founded in 1633 AD?,Rustam Khan,Murad Baksh,Liaquat Ali Khan,Syed Muzaffar Khan,d,1
"Match the following:
Column I (Place)  Column II (Location)
A. Vidur Kuti      1. Muzaffarnagar
B. Asia's Largest Jaggery Market 2. Bijnor

Which of the following is the correct sequence?","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
Which of the following statements is INCORRECT regarding Muzaffarnagar?,It is the largest grain producer in the state.,It has the highest agricultural GDP in the state.,Pakistan's first Prime Minister Liaquat Ali Khan was a resident of Muzaffarnagar.,Asia's largest Rice market is located here.,d,1
Which of the following is also known as 'Brass City'?,Muzaffarnagar,Lucknow,Moradabad,Kanpur,c,1
In which year was Muzaffarnagar city founded?,1533 AD,1625 AD,1733 AD,1633 AD,d,1
Muzaffarnagar city was named after whom?,Prince Murad Baksh,Liaquat Ali Khan,Syed Muzaffar Khan,Rustam Khan,c,1
"Pakistan's first Prime Minister, Liaquat Ali Khan, was a resident of which district?",Moradabad,Bijnor,Muzaffarnagar,Meerut,c,1
Muzaffarnagar is also known as 'The Sugar Bowl of India' because it is a major center of which product?,Sugar,Jaggery,Grains,Brass Handicrafts,b,1
Where is Asia's largest jaggery market located?,Moradabad,Bijnor,Muzaffarnagar,Meerut,c,1
The first cow sanctuary of Uttar Pradesh is being built in which village of Muzaffarnagar?,Mandi,Shukratal,Tugalakpur in Kamhera,Najibabad,c,1
Moradabad is known as 'Brass City' because it is world-famous for what?,Sugar production,Grain production,Brass handicrafts,Textile industry,c,1
"On which riverbank is Vidur Kuti, the residence of Mahatma Vidur, situated?",Saloni River,Yamuna River,Ganga River,Ramganga River,c,1
The city of Moradabad was founded in which year?,1526 AD,1633 AD,1625 AD,1757 AD,c,1
By what name is Moradabad known for its brass handicrafts?,Leather City,Sugar City,Brass City,Pottery City,c,1
Which district is known as 'Brass City' due to its world-famous brass handicrafts?,Lucknow,Kanpur,Moradabad,Agra,c,1
"With which story are Sage Kanvaka's ashram, Kanvashram, associated?",Rama and Sita,Shakuntala and Bharata,Radha and Krishna,Savitri and Satyavan,b,1
Which Mughal Emperor is mentioned in the text?,Akbar,Shah Jahan,Aurangzeb,Jahangir,b,1
Where is Dr. Ambedkar Uttar Pradesh Police Academy located?,Lucknow,Kanpur,Moradabad,Allahabad,c,1
In which city is Asia's second largest fish market being constructed?,Lucknow,Moradabad,Allahabad,Varanasi,b,1
Under what name was Hapur district created on 28 September 2011?,Ambedkar Nagar,Panchsheel Nagar,Gautam Buddha Nagar,Sant Kabir Nagar,b,1
"From which word is the name Hapur derived, meaning 'garden'?",Hapud,Happer,Hupur,Huppar,b,1
Where is the Indian Grain Management and Research Institute (IGMRI) located?,Lucknow,Kanpur,Hapur district,Allahabad,c,1
Pilkhua has been selected by the Central Government as a what?,Smart City,Industrial Hub,Satellite Town,Heritage Site,c,1
Under what name was Sambhal district formed on 28 September 2011?,Mayawati Nagar,Bhimnagar,Kanshiram Nagar,Jyotiba Phule Nagar,b,1
"Which city is considered to be the birthplace of Kalkika, the tenth incarnation of Lord Vishnu?",Ayodhya,Mathura,Sambhal,Varanasi,c,1
In which district is the first Babri Masjid built by Babur located?,Ayodhya,Sambhal district,Lucknow,Varanasi,b,1
In which tehsil of Sambhal district is the country's only Railway Training College located?,Sambhal tehsil,Gunnaur tehsil,Chandausi tehsil,Bahjoi tehsil,c,1
When did Prime Minister Modi inaugurate the Sri Kalki Vishnu Temple?,"January, 2024","February, 2024","March, 2024","April, 2024",b,1
"Which town has been selected as a satellite town by the Central Government, known for Khadi Textile Production?",Ghaziabad,Noida,Pilkhua,Meerut,c,1
Where is Asia's second largest fish market being constructed according to the text?,Lucknow,Allahabad,Moradabad,Kanpur,c,1
On which riverbank is Ganga Mela (Tigri) held?,Yamuna,Gomti,Ganga,Saryu,c,1
On which riverbank is Ghaziabad situated?,Ganga,Yamuna,Hindon River,Gomti,c,1
Who was the Mughal Emperor associated with the text?,Akbar,Shah Jahan,Aurangzeb,Jahangir,b,1
Ghaziabad is referred to as what type of city in relation to Delhi?,Capital City,Ancillary City,Twin City,Satellite City,b,1
Which district of Uttar Pradesh is the most densely populated?,Prayagraj,Lucknow,Varanasi,Ghaziabad,d,1
In which year did the 'Namo Bharat Train' rail service commence from Sahibabad RapidX station?,2022,2024,2023,2021,c,1
Who established Ghaziuddinnagar in 1740?,Akbar,Ghazi-ud-din,Shah Jahan,Aurangzeb,b,1
In what city was India's fourth international cricket stadium inaugurated in 2024?,Lucknow,Prayagraj,Ghaziabad,Varanasi,c,1
Where are the Police Museum (the first in the country) and Science Park (the first in the state) located?,Lucknow,Prayagraj,Ghaziabad,Varanasi,c,1
Where is the All India Institute of Unani Medicine (first in the country) located?,Lucknow,Prayagraj,Ghaziabad,Varanasi,c,1
Into how many parts has the study of ancient history of Uttar Pradesh been divided?,Two parts,Four parts,Three parts,Five parts,c,1
From which valley of Uttar Pradesh have the tools of Sohan culture been found?,Ganga Valley,Yamuna Valley,Belan Valley,Son Valley,c,1
Under whose direction were the archaeological sites of Belan Valley excavated?,R.D. Sharma,G.R. Sharma,B.B. Lal,D.P. Agrawal,b,1
From which stone are the tools of the Lower Paleolithic period made?,Granite stones,Quartzite stones,Limestone stones,Marble stones,b,1
From which period has a bone-made statue of Mother Goddess been found from the Lohada Nala area of Belan Valley?,Middle Paleolithic period,Upper Paleolithic period,Neolithic period,Lower Paleolithic period,d,1
Information about the Middle Paleolithic period in Uttar Pradesh has been obtained from which location?,Chakia (Varanasi),Singrauli Basin (Mirzapur),Wablan Valley (Prayagraj),All of the above,d,1
To which period does the Chopanimandopura site (Prayagraj) belong?,Lower Stone Age,Middle Stone Age,Upper Stone Age,Neolithic Age,b,1
How many male skeletons have been found from Lekhahiya (Mirzapur)?,15 male skeletons,20 male skeletons,17 male skeletons,10 male skeletons,c,1
In which direction was the head of the deceased found in 15 burials from the excavation of Sarainahar Rai (Pratapgarh)?,Towards the east,Towards the north,Towards the south,Towards the west,d,1
From which archaeological site have 4 male skeletons been found?,Lekhahiya (Mirzapur),Chopanimandopura (Prayagraj),Sarainahar Rai (Pratapgarh),Belan Valley (Prayagraj and Mirzapur),c,1
Which valley of Uttar Pradesh yielded tools belonging to the Sohan culture?,Singrauli Basin,Chakia,Belan Valley,Lohada Nala area,c,1
What is the maximum number of male skeletons discovered from Lekhahiya (Mirzapur)?,15,20,17,12,c,1
"According to the text, what is Ghaziabad referred to as in relation to Delhi?",Capital City,Ancillary City,Twin City,Satellite City,b,1
"Who established Ghaziabad city by the name of Ghaziuddinnagar, as per the text?",Akbar,Ghazi-ud-din,Shah Jahan,Aurangzeb,b,1
"The Chopanimandopura site belongs to which age, according to the provided text?",Lower Stone Age,Middle Stone Age,Upper Stone Age,New Stone Age,b,1
Which city is referred to as the 'Ancillary City' of Delhi?,Prayagraj,Mirzapur,Ghaziabad,Varanasi,c,1
In which city of Uttar Pradesh is the first Police Museum of the country located?,Prayagraj,Ghaziabad,Mirzapur,Pratapgarh,b,1
"From Lekhahiya (Mirzapur), how many male skeletons were discovered?",15,4,17,10,c,1
Four male skeletons were discovered from which archaeological site?,Lekhahiya (Mirzapur),Chopanimandopura (Prayagraj),Sarainahar Rai (Pratapgarh),Belan Valley (Prayagraj and Mirzapur),c,1
Which Mesolithic site is known for the discovery of 5 pair burials (man and woman together)?,Koldihwa,Alamgirpur,Damdama,Atranjikhera,c,1
The Neolithic archaeological site of Koldihwa is located on the banks of which river?,Ganga,Yamuna,Belan,Hindon,c,1
"Evidence of rice cultivation, dating back to the period 7000-6000 BC, has been revealed at which site?",Alamgirpur,Damdama,Atranjikhera,Koldihwa,d,1
Which of the following is the easternmost site of the Indus Valley Civilization?,Hulas,Baragaon,Alamgirpur,Manpur,c,1
In which year was Alamgirpur discovered?,1968,1957,1958,1960,c,1
What is the other name of Alamgirpur?,Kurukshetra,Indraprastha,Parashuram's farm,Kampilya,c,1
The main centre of the post-Vedic culture was located in which region?,Bihar,Uttar Pradesh,Rajasthan,Madhya Pradesh,b,1
From which site in Uttar Pradesh were evidences of iron found in the later Vedic period?,Koldihwa,Alamgirpur,Atranjikhera,Damdama,c,1
"The Kuru kingdom, with its capital at Indraprastha, extended over which of the following regions?","Bareilly, Badaun, Farrukhabad","Meerut, Delhi, Thaneshwar","Ayodhya, Kashi, Prayag","Mathura, Agra, Etawah",b,1
Which of the following areas did the Panchal kingdom (Capital- Kampilya) extend to?,"Meerut, Delhi, Thaneshwar","Bareilly, Badaun, Farrukhabad","Ayodhya, Varanasi, Prayagraj","Mathura, Agra, Aligarh",b,1
"According to Anguttaranikaya and Bhagavatisutra, how many Mahajanapadas were located in the territory of present-day Uttar Pradesh?",10,12,6,8,d,1
What was the capital of Kurumahajanapada?,Kampilya,Ahicchatra,Indraprastha,Kaushambi,c,1
What was the capital of Panchal Mahajanapada?,Indraprastha,Ahicchatra,Varanasi,Kushinagar,b,1
At which Mesolithic site were 5 pair burials (man and woman together) discovered?,Koldihwa,Alamgirpur,Damdama,Atranjikhera,c,1
On which riverbank is Alamgirpur situated?,Ganges,Yamuna,Belan,Hindon,d,1
Who discovered Alamgirpur in 1958?,R. D. Sir,Yagyadutt Sharma,Parashuram,None of the above,b,1
What is another name for Alamgirpur?,Indraprastha,Kampilya,Parashuram's farm,Ahicchatra,c,1
Which regions did the Panchal kingdom (Capital- Kampilya) extend over?,"Meerut, Delhi, Thaneshwar","Bareilly, Badaun, Farrukhabad","Saharanpur, Muzaffarnagar, Meerut","Etah, Kasganj, Agra",b,1
On which river bank is Alamgirpur located?,Belan River,Ganga River,Hindon River,Yamuna River,c,1
Alamgirpur is also known by what other name?,Kurukshetra,Panchal's farm,Indraprastha,Parashuram's farm,d,1
Which area served as the main centre of the post-Vedic culture?,Bihar,Uttar Pradesh,Haryana,Rajasthan,b,1
"Which region was covered by the Panchal kingdom, with its capital at Kampilya?","Meerut, Delhi, Thaneshwar","Bareilly, Badaun, Farrukhabad","Lucknow, Kanpur, Unnao","Agra, Mathura, Hathras",b,1
On which riverbank is the Neolithic archaeological site of Koldihwa situated?,Ganga,Yamuna,Belan,Hindon,c,1
Panchal extended to which of the following regions?,"Meerut, Delhi, Thaneshwar","Bareilly, Badaun, Farrukhabad","Mathura, Agra, Aligarh","Ayodhya, Varanasi, Prayagraj",b,1
The capital of Vatsa Mahajanapada was located near which present-day city?,Mathura,Ayodhya,Prayagraj,Varanasi,c,1
Which of the following Mahajanapadas had Saket (Ayodhya) as one of its capitals?,Shursen,Vatsa,Kosala,Chedi,c,1
Which district in Uttar Pradesh currently houses the Ahichhatrapura site?,Kaushambi,Bareilly,Kushinagar,Bahraich,b,1
The Shravasti archaeological site is situated between which districts?,Gonda - Kushinagar,Bahraich - Gonda,Bareilly - Kaushambi,Kushinagar - Varanasi,b,1
What is Gautam Buddha's renunciation of the world known as in Buddhist texts?,Turning the Wheel of Dharma,Mahaparinirvana,Mahabhinishkramana,Enlightenment,c,1
Gautam Buddha attained enlightenment on the banks of which river?,Ganga,Yamuna,Niranjana (Phalgu),Saryu,c,1
Gautam Buddha's first sermon at Sarnath is known as?,Mahabhinishkramana,Mahaparinirvana,Turning the Wheel of Dharma,Enlightenment,c,1
In which of the following places did Gautam Buddha spend most of his time preaching?,Sarnath,Kushinagar,Ayodhya,Sravasti,d,1
Ayodhya is the birthplace of which Jain Tirthankar?,Suparshwanath,Parshvanath,Mahavira,Rishabhnath,d,1
The birthplace of the seventh Tirthankara Suparshwanath is located in which city?,Ayodhya,Kushinagar,Varanasi,Sravasti,c,1
The capital of Shursen Mahajanapada was:,Kaushambi,Mathura,Saket,Varanasi,b,1
The archaeological site of Ahichhatrapura is presently located in which district of Uttar Pradesh?,Kaushambi,Bareilly,Kushinagar,Varanasi,b,1
At which of the following locations did Gautam Buddha attain Mahaparinirvana?,Sarnath,Sravasti,Kushinagar,Varanasi,c,1
The city in Uttar Pradesh known as the birthplace of the first Jain Tirthankar Rishabhnath is:,Varanasi,Kushinagar,Ayodhya,Kaushambi,c,1
"What is Uttar Pradesh referred to as, due to Gautam Buddha spending a significant amount of time there?",The Land of Enlightenment,Cradle of Buddhism,The Holy Land,The Land of Nirvana,b,1
Which of the following was a capital of Kosala Mahajanapada?,Shuktimati,Kushinagar,Saket,Kosam,c,1
The Kaushambi archaeological site is located at:,Ramnagar,Mahet village,Kosam village,Sarnath,c,1
Gautam Buddha attained Mahaparinirvana in 483 BC in:,Sravasti,Sarnath,Kushinagar,Kaushambi,c,1
The Malla (Republic) Mahajanapada's capitals were:,Varanasi and Ayodhya,Kushinagar and Pawa,Kaushambi and Mathura,Sravasti and Shuktimati,b,1
Shuktimati was the capital of which Mahajanapada?,Kashi,Chedi,Vatsa,Malla,b,1
Where did Gautam Buddha give most of his sermons?,Sarnath,Kushinagar,Sravasti,Kaushambi,c,1
Uttar Pradesh is called the 'Cradle of Buddhism' because:,It was the birthplace of Gautam Buddha,Gautam Buddha attained enlightenment there,Gautam Buddha spent most of his time there,It was the capital of the Buddhist empire,c,1
Dhamekh Stupa and Chaukhandi Stupa are located in:,Kushinagar,Sravasti,Sarnath,Kaushambi,c,1
Rambhar Stupa is located in:,Sarnath,Kushinagar,Sravasti,Kaushambi,b,1
Anathapindika Stupa and Angulimala Stupa are located in:,Kushinagar,Sarnath,Sravasti,Kaushambi,c,1
"Pippalivana, the birthplace of Chandragupta Maurya, is similar to Piprahwas, which is located in which present-day district of Uttar Pradesh?",Mirzapur,Basti,Kaushambi,Deoria,b,1
When did the Indian government accept the lion figure on the top of the Sarnath pillar as the national emblem?,In the 1940s,In the 1960s,In the 1950s,In the 1970s,c,1
In which district of Uttar Pradesh is Ashoka's Ahraura Minor Rock Edict located?,Kaushambi,Lalitpur,Kanpur,Mirzapur,d,1
Who established the Topra/Meerut Pillar in Delhi?,Akbar,Shrigupta,Firoz Tughlaq,Kanishka,c,1
Where did Akbar establish the Kaushambi pillar inscriptions?,In Kahom Temple,In Prayag Fort,In Bhitargaon Temple,In Sarnath,b,1
From which stone were the stone artefacts and inscriptions of the Ashokan period made?,Granite of Ayodhya,Sandstone of Basti,Sandstone of Chunar (Mirzapur),Marble of Deoria,c,1
